MEMBER_NO,AGE_GROUP,SEX_CCD,HM_ZPN
Z9863226621ST,60over,M,441847
Z9863232801ST,60over,F,21387
Z9863249221ST,60over,M,44726
Z9863250511ST,60over,M,27483
Z9863262501ST,60over,F,16944
Z9863272411ST,60over,F,27179
Z9863283091ST,60over,M,14957
Z9863286421ST,60over,F,3422
Z9863801951ST,60over,F,14602
Z9904260491ST,60over,F,6284
Z9904276951ST,60over,M,14948
Z9914233231ST,60over,M,16313
Z9914247541ST,60over,M,13602
Z9914247841ST,60over,F,28701
Z9914249521ST,60over,M,16328
Z9914256971ST,60over,M,59712
Z9914286801ST,60over,M,42016
Z9923214221ST,60over,M,24051
Z9923220071ST,60over,F,8215
Z9923237431ST,60over,F,2548
Z9924235431ST,60over,M,4513
Z9924258371ST,60over,F,24314
Z9924283171ST,60over,F,28604
Z9924289391ST,60over,F,423718
Z9924293161ST,60over,M,39532
Z9933217591ST,60over,M,12630
Z9933244421ST,60over,M,14077
Z9933250461ST,60over,F,12061
Z9933266411ST,60over,F,3992
Z9933273361ST,60over,F,12814
Z9933293451ST,60over,F,16363
Z9934215401ST,60over,F,14434
Z9943295081ST,60over,F,24290
Z9943295311ST,60over,M,5509
Z9944254381ST,60over,M,58568
Z9952245691ST,60over,M,38067
Z9953260751ST,60over,F,4942
Z9963250191ST,60over,M,21566
